Range,Duration,Target,Raised,Category
20000-8,30,25500,10000,0
20000-8,30,25500,10500,0
20000-8,30,25500,11000,0
20000-8,30,25500,11500,0
20000-8,30,25500,12000,0
20000-8,30,25500,12500,0
20000-8,30,25500,13000,0
20000-8,30,25500,13500,0
20000-8,30,25500,14000,0
20000-8,30,25500,14500,0
20000-8,30,25500,15000,0
20000-8,30,25500,15500,0
20000-8,30,25500,16000,0
20000-8,30,25500,16500,0
20000-8,30,25500,17000,0
20000-8,30,25500,17500,0
20000-8,30,25500,18000,0
20000-8,30,25500,18500,0
20000-8,30,25500,19000,0
20000-8,30,25500,19500,0
20000-8,30,25500,20000,0
20000-8,30,25500,20400,1
20000-8,30,25500,21400,1
20000-8,30,25500,22400,1
20000-8,30,25500,23400,1
20000-8,30,25500,24400,1
20000-8,30,25500,25400,1
20000-8,30,26000,0,0
20000-8,30,26000,500,0
20000-8,30,26000,1000,0
20000-8,30,26000,1500,0
20000-8,30,26000,2000,0
20000-8,30,26000,2500,0
20000-8,30,26000,3000,0
20000-8,30,26000,3500,0
20000-8,30,26000,4000,0
20000-8,30,26000,4500,0
20000-8,30,26000,5000,0
20000-8,30,26000,5500,0
20000-8,30,26000,6000,0
20000-8,30,26000,6500,0
20000-8,30,26000,7000,0
20000-8,30,26000,7500,0
20000-8,30,26000,8000,0
20000-8,30,26000,8500,0
20000-8,30,26000,9000,0
20000-8,30,26000,9500,0
20000-8,30,26000,10000,0
20000-8,30,26000,10500,0
20000-8,30,26000,11000,0
20000-8,30,26000,11500,0
20000-8,30,26000,12000,0
20000-8,30,26000,12500,0
20000-8,30,26000,13000,0
20000-8,30,26000,13500,0
20000-8,30,26000,14000,0
20000-8,30,26000,14500,0
20000-8,30,26000,15000,0
20000-8,30,26000,15500,0
20000-8,30,26000,16000,0
20000-8,30,26000,16500,0
20000-8,30,26000,17000,0
20000-8,30,26000,17500,0
20000-8,30,26000,18000,0
20000-8,30,26000,18500,0
20000-8,30,26000,19000,0
20000-8,30,26000,19500,0
20000-8,30,26000,20000,0
20000-8,30,26000,20500,0
20000-8,30,26000,20800,1
20000-8,30,26000,21800,1
20000-8,30,26000,22800,1
20000-8,30,26000,23800,1
20000-8,30,26000,24800,1
20000-8,30,26000,25800,1
20000-8,30,26500,0,0
20000-8,30,26500,500,0
20000-8,30,26500,1000,0
20000-8,30,26500,1500,0
20000-8,30,26500,2000,0
20000-8,30,26500,2500,0
20000-8,30,26500,3000,0
20000-8,30,26500,3500,0
20000-8,30,26500,4000,0
20000-8,30,26500,4500,0
20000-8,30,26500,5000,0
20000-8,30,26500,5500,0
20000-8,30,26500,6000,0
20000-8,30,26500,6500,0
20000-8,30,26500,7000,0
20000-8,30,26500,7500,0
20000-8,30,26500,8000,0
20000-8,30,26500,8500,0
20000-8,30,26500,9000,0
20000-8,30,26500,9500,0
20000-8,30,26500,10000,0
20000-8,30,26500,10500,0
20000-8,30,26500,11000,0
20000-8,30,26500,11500,0
20000-8,30,26500,12000,0
20000-8,30,26500,12500,0
20000-8,30,26500,13000,0
20000-8,30,26500,13500,0
20000-8,30,26500,14000,0
20000-8,30,26500,14500,0
20000-8,30,26500,15000,0
20000-8,30,26500,15500,0
20000-8,30,26500,16000,0
20000-8,30,26500,16500,0
20000-8,30,26500,17000,0
20000-8,30,26500,17500,0
20000-8,30,26500,18000,0
20000-8,30,26500,18500,0
20000-8,30,26500,19000,0
20000-8,30,26500,19500,0
20000-8,30,26500,20000,0
20000-8,30,26500,20500,0
20000-8,30,26500,21000,0
20000-8,30,26500,21200,1
20000-8,30,26500,22200,1
20000-8,30,26500,23200,1
20000-8,30,26500,24200,1
20000-8,30,26500,25200,1
20000-8,30,26500,26200,1
20000-8,30,27000,0,0
20000-8,30,27000,500,0
20000-8,30,27000,1000,0
20000-8,30,27000,1500,0
20000-8,30,27000,2000,0
20000-8,30,27000,2500,0
20000-8,30,27000,3000,0
20000-8,30,27000,3500,0
20000-8,30,27000,4000,0
20000-8,30,27000,4500,0
20000-8,30,27000,5000,0
20000-8,30,27000,5500,0
20000-8,30,27000,6000,0
20000-8,30,27000,6500,0
20000-8,30,27000,7000,0
20000-8,30,27000,7500,0
20000-8,30,27000,8000,0
20000-8,30,27000,8500,0
20000-8,30,27000,9000,0
20000-8,30,27000,9500,0
20000-8,30,27000,10000,0
20000-8,30,27000,10500,0
20000-8,30,27000,11000,0
20000-8,30,27000,11500,0
20000-8,30,27000,12000,0
20000-8,30,27000,12500,0
20000-8,30,27000,13000,0
20000-8,30,27000,13500,0
20000-8,30,27000,14000,0
20000-8,30,27000,14500,0
20000-8,30,27000,15000,0
20000-8,30,27000,15500,0
20000-8,30,27000,16000,0
20000-8,30,27000,16500,0
20000-8,30,27000,17000,0
20000-8,30,27000,17500,0
20000-8,30,27000,18000,0
20000-8,30,27000,18500,0
20000-8,30,27000,19000,0
20000-8,30,27000,19500,0
20000-8,30,27000,20000,0
20000-8,30,27000,20500,0
20000-8,30,27000,21000,0
20000-8,30,27000,21500,0
20000-8,30,27000,21600,1
20000-8,30,27000,22600,1
20000-8,30,27000,23600,1
20000-8,30,27000,24600,1
20000-8,30,27000,25600,1
20000-8,30,27000,26600,1
20000-8,30,27500,0,0
20000-8,30,27500,500,0
20000-8,30,27500,1000,0
20000-8,30,27500,1500,0
20000-8,30,27500,2000,0
20000-8,30,27500,2500,0
20000-8,30,27500,3000,0
20000-8,30,27500,3500,0
20000-8,30,27500,4000,0
20000-8,30,27500,4500,0
20000-8,30,27500,5000,0
20000-8,30,27500,5500,0
20000-8,30,27500,6000,0
20000-8,30,27500,6500,0
20000-8,30,27500,7000,0
20000-8,30,27500,7500,0
20000-8,30,27500,8000,0
20000-8,30,27500,8500,0
20000-8,30,27500,9000,0
20000-8,30,27500,9500,0
20000-8,30,27500,10000,0
20000-8,30,27500,10500,0
20000-8,30,27500,11000,0
20000-8,30,27500,11500,0
20000-8,30,27500,12000,0
20000-8,30,27500,12500,0
20000-8,30,27500,13000,0
20000-8,30,27500,13500,0
20000-8,30,27500,14000,0
20000-8,30,27500,14500,0
20000-8,30,27500,15000,0
20000-8,30,27500,15500,0
20000-8,30,27500,16000,0
20000-8,30,27500,16500,0
20000-8,30,27500,17000,0
20000-8,30,27500,17500,0
20000-8,30,27500,18000,0
20000-8,30,27500,18500,0
20000-8,30,27500,19000,0
20000-8,30,27500,19500,0
20000-8,30,27500,20000,0
20000-8,30,27500,20500,0
20000-8,30,27500,21000,0
20000-8,30,27500,21500,0
20000-8,30,27500,22000,1
20000-8,30,27500,23000,1
20000-8,30,27500,24000,1
20000-8,30,27500,25000,1
20000-8,30,27500,26000,1
20000-8,30,27500,27000,1
20000-8,30,28000,0,0
20000-8,30,28000,500,0
20000-8,30,28000,1000,0
20000-8,30,28000,1500,0
20000-8,30,28000,2000,0
20000-8,30,28000,2500,0
20000-8,30,28000,3000,0
20000-8,30,28000,3500,0
20000-8,30,28000,4000,0
20000-8,30,28000,4500,0
20000-8,30,28000,5000,0
20000-8,30,28000,5500,0
20000-8,30,28000,6000,0
20000-8,30,28000,6500,0
20000-8,30,28000,7000,0
20000-8,30,28000,7500,0
20000-8,30,28000,8000,0
20000-8,30,28000,8500,0
20000-8,30,28000,9000,0
20000-8,30,28000,9500,0
20000-8,30,28000,10000,0
20000-8,30,28000,10500,0
20000-8,30,28000,11000,0
20000-8,30,28000,11500,0
20000-8,30,28000,12000,0
20000-8,30,28000,12500,0
20000-8,30,28000,13000,0
20000-8,30,28000,13500,0
20000-8,30,28000,14000,0
20000-8,30,28000,14500,0
20000-8,30,28000,15000,0
20000-8,30,28000,15500,0
20000-8,30,28000,16000,0
20000-8,30,28000,16500,0
20000-8,30,28000,17000,0
20000-8,30,28000,17500,0
20000-8,30,28000,18000,0
20000-8,30,28000,18500,0
20000-8,30,28000,19000,0
20000-8,30,28000,19500,0
20000-8,30,28000,20000,0
20000-8,30,28000,20500,0
20000-8,30,28000,21000,0
20000-8,30,28000,21500,0
20000-8,30,28000,22000,0
20000-8,30,28000,22400,1
20000-8,30,28000,23400,1
20000-8,30,28000,24400,1
20000-8,30,28000,25400,1
20000-8,30,28000,26400,1
20000-8,30,28000,27400,1
20000-8,30,28500,0,0
20000-8,30,28500,500,0
20000-8,30,28500,1000,0
20000-8,30,28500,1500,0
20000-8,30,28500,2000,0
20000-8,30,28500,2500,0
20000-8,30,28500,3000,0
20000-8,30,28500,3500,0
20000-8,30,28500,4000,0
20000-8,30,28500,4500,0
20000-8,30,28500,5000,0
20000-8,30,28500,5500,0
20000-8,30,28500,6000,0
20000-8,30,28500,6500,0
20000-8,30,28500,7000,0
20000-8,30,28500,7500,0
20000-8,30,28500,8000,0
20000-8,30,28500,8500,0
20000-8,30,28500,9000,0
20000-8,30,28500,9500,0
20000-8,30,28500,10000,0
20000-8,30,28500,10500,0
20000-8,30,28500,11000,0
20000-8,30,28500,11500,0
20000-8,30,28500,12000,0
20000-8,30,28500,12500,0
20000-8,30,28500,13000,0
20000-8,30,28500,13500,0
20000-8,30,28500,14000,0
20000-8,30,28500,14500,0
20000-8,30,28500,15000,0
20000-8,30,28500,15500,0
20000-8,30,28500,16000,0
20000-8,30,28500,16500,0
20000-8,30,28500,17000,0
20000-8,30,28500,17500,0
20000-8,30,28500,18000,0
20000-8,30,28500,18500,0
20000-8,30,28500,19000,0
20000-8,30,28500,19500,0
20000-8,30,28500,20000,0
20000-8,30,28500,20500,0
20000-8,30,28500,21000,0
20000-8,30,28500,21500,0
20000-8,30,28500,22000,0
20000-8,30,28500,22500,0
20000-8,30,28500,22800,1
20000-8,30,28500,23800,1
20000-8,30,28500,24800,1
20000-8,30,28500,25800,1
20000-8,30,28500,26800,1
20000-8,30,28500,27800,1
20000-8,30,29000,0,0
20000-8,30,29000,500,0
20000-8,30,29000,1000,0
20000-8,30,29000,1500,0
20000-8,30,29000,2000,0
20000-8,30,29000,2500,0
20000-8,30,29000,3000,0
20000-8,30,29000,3500,0
20000-8,30,29000,4000,0
20000-8,30,29000,4500,0
20000-8,30,29000,5000,0
20000-8,30,29000,5500,0
20000-8,30,29000,6000,0
20000-8,30,29000,6500,0
20000-8,30,29000,7000,0
20000-8,30,29000,7500,0
20000-8,30,29000,8000,0
20000-8,30,29000,8500,0
20000-8,30,29000,9000,0
20000-8,30,29000,9500,0
20000-8,30,29000,10000,0
20000-8,30,29000,10500,0
20000-8,30,29000,11000,0
20000-8,30,29000,11500,0
20000-8,30,29000,12000,0
20000-8,30,29000,12500,0
20000-8,30,29000,13000,0
20000-8,30,29000,13500,0
20000-8,30,29000,14000,0
20000-8,30,29000,14500,0
20000-8,30,29000,15000,0
20000-8,30,29000,15500,0
20000-8,30,29000,16000,0
20000-8,30,29000,16500,0
20000-8,30,29000,17000,0
20000-8,30,29000,17500,0
20000-8,30,29000,18000,0
20000-8,30,29000,18500,0
20000-8,30,29000,19000,0
20000-8,30,29000,19500,0
20000-8,30,29000,20000,0
20000-8,30,29000,20500,0
20000-8,30,29000,21000,0
20000-8,30,29000,21500,0
20000-8,30,29000,22000,0
20000-8,30,29000,22500,0
20000-8,30,29000,23000,0
20000-8,30,29000,23200,1
20000-8,30,29000,24200,1
20000-8,30,29000,25200,1
20000-8,30,29000,26200,1
20000-8,30,29000,27200,1
20000-8,30,29000,28200,1
20000-8,30,29500,0,0
20000-8,30,29500,500,0
20000-8,30,29500,1000,0
20000-8,30,29500,1500,0
20000-8,30,29500,2000,0
20000-8,30,29500,2500,0
20000-8,30,29500,3000,0
20000-8,30,29500,3500,0
20000-8,30,29500,4000,0
20000-8,30,29500,4500,0
20000-8,30,29500,5000,0
20000-8,30,29500,5500,0
20000-8,30,29500,6000,0
20000-8,30,29500,6500,0
20000-8,30,29500,7000,0
20000-8,30,29500,7500,0
20000-8,30,29500,8000,0
20000-8,30,29500,8500,0
20000-8,30,29500,9000,0
20000-8,30,29500,9500,0
20000-8,30,29500,10000,0
20000-8,30,29500,10500,0
20000-8,30,29500,11000,0
20000-8,30,29500,11500,0
20000-8,30,29500,12000,0
20000-8,30,29500,12500,0
20000-8,30,29500,13000,0
20000-8,30,29500,13500,0
20000-8,30,29500,14000,0
20000-8,30,29500,14500,0
20000-8,30,29500,15000,0
20000-8,30,29500,15500,0
20000-8,30,29500,16000,0
20000-8,30,29500,16500,0
20000-8,30,29500,17000,0
20000-8,30,29500,17500,0
20000-8,30,29500,18000,0
20000-8,30,29500,18500,0
20000-8,30,29500,19000,0
20000-8,30,29500,19500,0
20000-8,30,29500,20000,0
20000-8,30,29500,20500,0
20000-8,30,29500,21000,0
20000-8,30,29500,21500,0
20000-8,30,29500,22000,0
20000-8,30,29500,22500,0
20000-8,30,29500,23000,0
20000-8,30,29500,23500,0
20000-8,30,29500,23600,1
20000-8,30,29500,24600,1
20000-8,30,29500,25600,1
20000-8,30,29500,26600,1
20000-8,30,29500,27600,1
20000-8,30,29500,28600,1
20000-8,30,30000,0,0
20000-8,30,30000,500,0
20000-8,30,30000,1000,0
20000-8,30,30000,1500,0
20000-8,30,30000,2000,0
20000-8,30,30000,2500,0
20000-8,30,30000,3000,0
20000-8,30,30000,3500,0
20000-8,30,30000,4000,0
20000-8,30,30000,4500,0
20000-8,30,30000,5000,0
20000-8,30,30000,5500,0
20000-8,30,30000,6000,0
20000-8,30,30000,6500,0
20000-8,30,30000,7000,0
20000-8,30,30000,7500,0
20000-8,30,30000,8000,0
20000-8,30,30000,8500,0
20000-8,30,30000,9000,0
20000-8,30,30000,9500,0
20000-8,30,30000,10000,0
20000-8,30,30000,10500,0
20000-8,30,30000,11000,0
20000-8,30,30000,11500,0
20000-8,30,30000,12000,0
20000-8,30,30000,12500,0
20000-8,30,30000,13000,0
20000-8,30,30000,13500,0
20000-8,30,30000,14000,0
20000-8,30,30000,14500,0
20000-8,30,30000,15000,0
20000-8,30,30000,15500,0
20000-8,30,30000,16000,0
20000-8,30,30000,16500,0
20000-8,30,30000,17000,0
20000-8,30,30000,17500,0
20000-8,30,30000,18000,0
20000-8,30,30000,18500,0
20000-8,30,30000,19000,0
20000-8,30,30000,19500,0
20000-8,30,30000,20000,0
20000-8,30,30000,20500,0
20000-8,30,30000,21000,0
20000-8,30,30000,21500,0
20000-8,30,30000,22000,0
20000-8,30,30000,22500,0
20000-8,30,30000,23000,0
20000-8,30,30000,23500,0
20000-8,30,30000,24000,1
20000-8,30,30000,25000,1
20000-8,30,30000,26000,1
20000-8,30,30000,27000,1
20000-8,30,30000,28000,1
20000-8,30,30000,29000,1
20000-8,30,30000,30000,1
20000-8,30,30500,0,0
20000-8,30,30500,500,0
20000-8,30,30500,1000,0
20000-8,30,30500,1500,0
20000-8,30,30500,2000,0
20000-8,30,30500,2500,0
20000-8,30,30500,3000,0
20000-8,30,30500,3500,0
20000-8,30,30500,4000,0
20000-8,30,30500,4500,0
20000-8,30,30500,5000,0
20000-8,30,30500,5500,0
20000-8,30,30500,6000,0
20000-8,30,30500,6500,0
20000-8,30,30500,7000,0
20000-8,30,30500,7500,0
20000-8,30,30500,8000,0
20000-8,30,30500,8500,0
20000-8,30,30500,9000,0
20000-8,30,30500,9500,0
20000-8,30,30500,10000,0
20000-8,30,30500,10500,0
20000-8,30,30500,11000,0
20000-8,30,30500,11500,0
20000-8,30,30500,12000,0
20000-8,30,30500,12500,0
20000-8,30,30500,13000,0
20000-8,30,30500,13500,0
20000-8,30,30500,14000,0
20000-8,30,30500,14500,0
20000-8,30,30500,15000,0
20000-8,30,30500,15500,0
20000-8,30,30500,16000,0
20000-8,30,30500,16500,0
20000-8,30,30500,17000,0
20000-8,30,30500,17500,0
20000-8,30,30500,18000,0
20000-8,30,30500,18500,0
20000-8,30,30500,19000,0
20000-8,30,30500,19500,0
20000-8,30,30500,20000,0
20000-8,30,30500,20500,0
20000-8,30,30500,21000,0
20000-8,30,30500,21500,0
20000-8,30,30500,22000,0
20000-8,30,30500,22500,0
20000-8,30,30500,23000,0
20000-8,30,30500,23500,0
20000-8,30,30500,24000,0
20000-8,30,30500,24400,1
20000-8,30,30500,25400,1
20000-8,30,30500,26400,1
20000-8,30,30500,27400,1
20000-8,30,30500,28400,1
20000-8,30,30500,29400,1
20000-8,30,30500,30400,1
20000-8,30,31000,0,0
20000-8,30,31000,500,0
20000-8,30,31000,1000,0
20000-8,30,31000,1500,0
20000-8,30,31000,2000,0
20000-8,30,31000,2500,0
20000-8,30,31000,3000,0
20000-8,30,31000,3500,0
20000-8,30,31000,4000,0
20000-8,30,31000,4500,0
20000-8,30,31000,5000,0
20000-8,30,31000,5500,0
20000-8,30,31000,6000,0
20000-8,30,31000,6500,0
20000-8,30,31000,7000,0
20000-8,30,31000,7500,0
20000-8,30,31000,8000,0
20000-8,30,31000,8500,0
20000-8,30,31000,9000,0
20000-8,30,31000,9500,0
20000-8,30,31000,10000,0
20000-8,30,31000,10500,0
20000-8,30,31000,11000,0
20000-8,30,31000,11500,0
20000-8,30,31000,12000,0
20000-8,30,31000,12500,0
20000-8,30,31000,13000,0
20000-8,30,31000,13500,0
20000-8,30,31000,14000,0
20000-8,30,31000,14500,0
20000-8,30,31000,15000,0
20000-8,30,31000,15500,0
20000-8,30,31000,16000,0
20000-8,30,31000,16500,0
20000-8,30,31000,17000,0
20000-8,30,31000,17500,0
20000-8,30,31000,18000,0
20000-8,30,31000,18500,0
20000-8,30,31000,19000,0
20000-8,30,31000,19500,0
20000-8,30,31000,20000,0
20000-8,30,31000,20500,0
20000-8,30,31000,21000,0
20000-8,30,31000,21500,0
20000-8,30,31000,22000,0
20000-8,30,31000,22500,0
20000-8,30,31000,23000,0
20000-8,30,31000,23500,0
20000-8,30,31000,24000,0
20000-8,30,31000,24500,0
20000-8,30,31000,24800,1
20000-8,30,31000,25800,1
20000-8,30,31000,26800,1
20000-8,30,31000,27800,1
20000-8,30,31000,28800,1
20000-8,30,31000,29800,1
20000-8,30,31000,30800,1
20000-8,30,31500,0,0
20000-8,30,31500,500,0
20000-8,30,31500,1000,0
20000-8,30,31500,1500,0
20000-8,30,31500,2000,0
20000-8,30,31500,2500,0
20000-8,30,31500,3000,0
20000-8,30,31500,3500,0
20000-8,30,31500,4000,0
20000-8,30,31500,4500,0
20000-8,30,31500,5000,0
20000-8,30,31500,5500,0
20000-8,30,31500,6000,0
20000-8,30,31500,6500,0
20000-8,30,31500,7000,0
20000-8,30,31500,7500,0
20000-8,30,31500,8000,0
20000-8,30,31500,8500,0
20000-8,30,31500,9000,0
20000-8,30,31500,9500,0
20000-8,30,31500,10000,0
20000-8,30,31500,10500,0
20000-8,30,31500,11000,0
20000-8,30,31500,11500,0
20000-8,30,31500,12000,0
20000-8,30,31500,12500,0
20000-8,30,31500,13000,0
20000-8,30,31500,13500,0
20000-8,30,31500,14000,0
20000-8,30,31500,14500,0
20000-8,30,31500,15000,0
20000-8,30,31500,15500,0
20000-8,30,31500,16000,0
20000-8,30,31500,16500,0
20000-8,30,31500,17000,0
20000-8,30,31500,17500,0
20000-8,30,31500,18000,0
20000-8,30,31500,18500,0
20000-8,30,31500,19000,0
20000-8,30,31500,19500,0
20000-8,30,31500,20000,0
20000-8,30,31500,20500,0
20000-8,30,31500,21000,0
20000-8,30,31500,21500,0
20000-8,30,31500,22000,0
20000-8,30,31500,22500,0
20000-8,30,31500,23000,0
20000-8,30,31500,23500,0
20000-8,30,31500,24000,0
20000-8,30,31500,24500,0
20000-8,30,31500,25000,0
20000-8,30,31500,25200,1
20000-8,30,31500,26200,1
20000-8,30,31500,27200,1
20000-8,30,31500,28200,1
20000-8,30,31500,29200,1
20000-8,30,31500,30200,1
20000-8,30,31500,31200,1
20000-8,30,32000,0,0
20000-8,30,32000,500,0
20000-8,30,32000,1000,0
20000-8,30,32000,1500,0
20000-8,30,32000,2000,0
20000-8,30,32000,2500,0
20000-8,30,32000,3000,0
20000-8,30,32000,3500,0
20000-8,30,32000,4000,0
20000-8,30,32000,4500,0
20000-8,30,32000,5000,0
20000-8,30,32000,5500,0
20000-8,30,32000,6000,0
20000-8,30,32000,6500,0
20000-8,30,32000,7000,0
20000-8,30,32000,7500,0
20000-8,30,32000,8000,0
20000-8,30,32000,8500,0
20000-8,30,32000,9000,0
20000-8,30,32000,9500,0
20000-8,30,32000,10000,0
20000-8,30,32000,10500,0
20000-8,30,32000,11000,0
20000-8,30,32000,11500,0
20000-8,30,32000,12000,0
20000-8,30,32000,12500,0
20000-8,30,32000,13000,0
20000-8,30,32000,13500,0
20000-8,30,32000,14000,0
20000-8,30,32000,14500,0
20000-8,30,32000,15000,0
20000-8,30,32000,15500,0
20000-8,30,32000,16000,0
20000-8,30,32000,16500,0
20000-8,30,32000,17000,0
20000-8,30,32000,17500,0
20000-8,30,32000,18000,0
20000-8,30,32000,18500,0
20000-8,30,32000,19000,0
20000-8,30,32000,19500,0
20000-8,30,32000,20000,0
20000-8,30,32000,20500,0
20000-8,30,32000,21000,0
20000-8,30,32000,21500,0
20000-8,30,32000,22000,0
20000-8,30,32000,22500,0
20000-8,30,32000,23000,0
20000-8,30,32000,23500,0
20000-8,30,32000,24000,0
20000-8,30,32000,24500,0
20000-8,30,32000,25000,0
20000-8,30,32000,25500,0
20000-8,30,32000,25600,1
20000-8,30,32000,26600,1
20000-8,30,32000,27600,1
20000-8,30,32000,28600,1
20000-8,30,32000,29600,1
20000-8,30,32000,30600,1
20000-8,30,32000,31600,1
20000-8,30,32500,0,0
20000-8,30,32500,500,0
20000-8,30,32500,1000,0
20000-8,30,32500,1500,0
20000-8,30,32500,2000,0
20000-8,30,32500,2500,0
20000-8,30,32500,3000,0
20000-8,30,32500,3500,0
20000-8,30,32500,4000,0
20000-8,30,32500,4500,0
20000-8,30,32500,5000,0
20000-8,30,32500,5500,0
20000-8,30,32500,6000,0
20000-8,30,32500,6500,0
20000-8,30,32500,7000,0
20000-8,30,32500,7500,0
20000-8,30,32500,8000,0
20000-8,30,32500,8500,0
20000-8,30,32500,9000,0
20000-8,30,32500,9500,0
20000-8,30,32500,10000,0
20000-8,30,32500,10500,0
20000-8,30,32500,11000,0
20000-8,30,32500,11500,0
20000-8,30,32500,12000,0
20000-8,30,32500,12500,0
20000-8,30,32500,13000,0
20000-8,30,32500,13500,0
20000-8,30,32500,14000,0
20000-8,30,32500,14500,0
20000-8,30,32500,15000,0
20000-8,30,32500,15500,0
20000-8,30,32500,16000,0
20000-8,30,32500,16500,0
20000-8,30,32500,17000,0
20000-8,30,32500,17500,0
20000-8,30,32500,18000,0
20000-8,30,32500,18500,0
20000-8,30,32500,19000,0
20000-8,30,32500,19500,0
20000-8,30,32500,20000,0
20000-8,30,32500,20500,0
20000-8,30,32500,21000,0
20000-8,30,32500,21500,0
20000-8,30,32500,22000,0
20000-8,30,32500,22500,0
20000-8,30,32500,23000,0
20000-8,30,32500,23500,0
20000-8,30,32500,24000,0
20000-8,30,32500,24500,0
20000-8,30,32500,25000,0
20000-8,30,32500,25500,0
20000-8,30,32500,26000,1
20000-8,30,32500,27000,1
20000-8,30,32500,28000,1
20000-8,30,32500,29000,1
20000-8,30,32500,30000,1
20000-8,30,32500,31000,1
20000-8,30,32500,32000,1
20000-8,30,33000,0,0
20000-8,30,33000,500,0
20000-8,30,33000,1000,0
20000-8,30,33000,1500,0
20000-8,30,33000,2000,0
20000-8,30,33000,2500,0
20000-8,30,33000,3000,0
20000-8,30,33000,3500,0
20000-8,30,33000,4000,0
20000-8,30,33000,4500,0
20000-8,30,33000,5000,0
20000-8,30,33000,5500,0
20000-8,30,33000,6000,0
20000-8,30,33000,6500,0
20000-8,30,33000,7000,0
20000-8,30,33000,7500,0
20000-8,30,33000,8000,0
20000-8,30,33000,8500,0
20000-8,30,33000,9000,0
20000-8,30,33000,9500,0
20000-8,30,33000,10000,0
20000-8,30,33000,10500,0
20000-8,30,33000,11000,0
20000-8,30,33000,11500,0
20000-8,30,33000,12000,0
20000-8,30,33000,12500,0
20000-8,30,33000,13000,0
20000-8,30,33000,13500,0
20000-8,30,33000,14000,0
20000-8,30,33000,14500,0
20000-8,30,33000,15000,0
20000-8,30,33000,15500,0
20000-8,30,33000,16000,0
20000-8,30,33000,16500,0
20000-8,30,33000,17000,0
20000-8,30,33000,17500,0
20000-8,30,33000,18000,0
20000-8,30,33000,18500,0
20000-8,30,33000,19000,0
20000-8,30,33000,19500,0
20000-8,30,33000,20000,0
20000-8,30,33000,20500,0
20000-8,30,33000,21000,0
20000-8,30,33000,21500,0
20000-8,30,33000,22000,0
20000-8,30,33000,22500,0
20000-8,30,33000,23000,0
20000-8,30,33000,23500,0
20000-8,30,33000,24000,0
20000-8,30,33000,24500,0
20000-8,30,33000,25000,0
20000-8,30,33000,25500,0
20000-8,30,33000,26000,0
20000-8,30,33000,26400,1
20000-8,30,33000,27400,1
20000-8,30,33000,28400,1
20000-8,30,33000,29400,1
20000-8,30,33000,30400,1
20000-8,30,33000,31400,1
20000-8,30,33000,32400,1
20000-8,30,33500,0,0
20000-8,30,33500,500,0
20000-8,30,33500,1000,0
20000-8,30,33500,1500,0
20000-8,30,33500,2000,0
20000-8,30,33500,2500,0
20000-8,30,33500,3000,0
20000-8,30,33500,3500,0
20000-8,30,33500,4000,0
20000-8,30,33500,4500,0
20000-8,30,33500,5000,0
20000-8,30,33500,5500,0
20000-8,30,33500,6000,0
20000-8,30,33500,6500,0
20000-8,30,33500,7000,0
20000-8,30,33500,7500,0
20000-8,30,33500,8000,0
20000-8,30,33500,8500,0
20000-8,30,33500,9000,0
20000-8,30,33500,9500,0
20000-8,30,33500,10000,0
20000-8,30,33500,10500,0
20000-8,30,33500,11000,0
20000-8,30,33500,11500,0
20000-8,30,33500,12000,0
20000-8,30,33500,12500,0
